1722882906.727107,10.10.1.1:49074,,,10,37,27.24
1722882906.746317,10.10.1.1:49074,,,10,41,25.108
1722882906.765378,10.10.1.1:49074,,,10,41,25.108
1722882906.784507,10.10.1.1:49074,,,10,41,25.108
1722882906.862567,10.10.1.1:49076,,,18,33341,10.16
1722882906.882425,10.10.1.1:49076,,,40,101397,10.229
1722882906.901390,10.10.1.1:49076,,,158,361797,10.363
1722882906.924817,10.10.1.1:49076,,,520,1490029,10.392
1722882906.944364,10.10.1.1:49076,323,325,683,726,11.878
1722882906.963247,10.10.1.1:49076,0,353,726,726,10.128
1722882906.986901,10.10.1.1:49076,0,353,728,726,10.151
1722882907.006154,10.10.1.1:49076,0,353,731,726,10.19
1722882907.029382,10.10.1.1:49076,0,353,733,726,10.278
1722882907.048961,10.10.1.1:49076,0,353,735,726,10.306
1722882907.072903,10.10.1.1:49076,0,353,737,726,10.326
1722882907.092692,10.10.1.1:49076,0,353,739,726,10.252
1722882907.115999,10.10.1.1:49076,0,353,741,726,10.3
1722882907.135040,10.10.1.1:49076,0,353,744,726,10.317
1722882907.155391,10.10.1.1:49076,0,353,746,726,10.499
1722882907.179238,10.10.1.1:49076,0,353,748,726,10.501
1722882907.198610,10.10.1.1:49076,0,353,750,726,10.251
1722882907.217660,10.10.1.1:49076,0,353,752,726,10.267
1722882907.241428,10.10.1.1:49076,0,353,753,726,10.425
1722882907.260903,10.10.1.1:49076,0,353,755,726,10.243
1722882907.285011,10.10.1.1:49076,0,353,757,726,10.243
1722882907.304317,10.10.1.1:49076,0,353,760,726,10.263
1722882907.323565,10.10.1.1:49076,0,353,762,726,10.246
1722882907.347337,10.10.1.1:49076,0,353,764,726,10.253
1722882907.366438,10.10.1.1:49076,0,353,766,726,10.179
1722882907.390435,10.10.1.1:49076,0,353,768,726,10.164
1722882907.409838,10.10.1.1:49076,0,353,769,726,10.233
1722882907.433392,10.10.1.1:49076,0,353,771,726,10.255
1722882907.452835,10.10.1.1:49076,0,353,774,726,10.249
