,bufcap,bandwidth,rtt,trial,cc,goodput_
707,100,50,50,3,cubic,47734.0
708,100,50,5,1,bbr,47908.0
709,100,50,5,1,cubic,47919.0
710,100,50,5,2,bbr,47912.0
711,100,50,5,2,cubic,47920.0
712,100,50,5,3,bbr,47913.0
713,100,50,5,3,cubic,47920.0
714,100,50,75,1,bbr,47150.0
715,100,50,75,1,cubic,47595.0
716,100,50,75,2,bbr,47117.0
717,100,50,75,2,cubic,47583.0
718,100,50,75,3,bbr,47107.0
719,100,50,75,3,cubic,46568.0
720,100,750,100,1,bbr,679088.0
721,100,750,100,1,cubic,296074.0
722,100,750,100,2,bbr,675845.0
723,100,750,100,2,cubic,297728.0
724,100,750,100,3,bbr,670054.0
725,100,750,100,3,cubic,321436.0
726,100,750,10,1,bbr,704351.0
727,100,750,10,1,cubic,650218.0
728,100,750,10,2,bbr,701456.0
729,100,750,10,2,cubic,642244.0
730,100,750,10,3,bbr,704209.0
731,100,750,10,3,cubic,641844.0
732,100,750,150,1,bbr,663475.0
733,100,750,150,1,cubic,184355.0
734,100,750,150,2,bbr,660851.0
735,100,750,150,2,cubic,205891.0
736,100,750,150,3,bbr,657237.0
737,100,750,150,3,cubic,213517.0
738,100,750,200,1,bbr,647712.0
739,100,750,200,1,cubic,145381.0
740,100,750,200,2,bbr,652111.0
741,100,750,200,2,cubic,156610.0
742,100,750,200,3,bbr,649589.0
743,100,750,200,3,cubic,151530.0
744,100,750,25,1,bbr,697249.0
745,100,750,25,1,cubic,620504.0
746,100,750,25,2,bbr,697415.0
747,100,750,25,2,cubic,618370.0
748,100,750,25,3,bbr,700751.0
749,100,750,25,3,cubic,524702.0
750,100,750,50,1,bbr,693384.0
751,100,750,50,1,cubic,395824.0
752,100,750,50,2,bbr,689883.0
753,100,750,50,2,cubic,511724.0
754,100,750,50,3,bbr,690558.0
755,100,750,50,3,cubic,401844.0
756,100,750,5,1,bbr,702392.0
757,100,750,5,1,cubic,680579.0
758,100,750,5,2,bbr,702294.0
759,100,750,5,2,cubic,679112.0
760,100,750,5,3,bbr,699656.0
761,100,750,5,3,cubic,679342.0
762,100,750,75,1,bbr,688208.0
763,100,750,75,1,cubic,393702.0
764,100,750,75,2,bbr,690713.0
765,100,750,75,2,cubic,297335.0
766,100,750,75,3,bbr,690688.0
767,100,750,75,3,cubic,427319.0
