,bufcap,bandwidth,rtt,trial,cc,goodput_
1237,100,750,200,4,cubic,84491.0
1238,100,750,200,5,bbr,114819.0
1239,100,750,200,5,cubic,78803.0
1240,100,750,25,1,bbr,612746.0
1241,100,750,25,1,cubic,494194.0
1242,100,750,25,2,bbr,617360.0
1243,100,750,25,2,cubic,501405.0
1244,100,750,25,3,bbr,613203.0
1245,100,750,25,3,cubic,529740.0
1246,100,750,25,4,bbr,611946.0
1247,100,750,25,4,cubic,585975.0
1248,100,750,25,5,bbr,616313.0
1249,100,750,25,5,cubic,546239.0
1250,100,750,50,1,bbr,465231.0
1251,100,750,50,1,cubic,238159.0
1252,100,750,50,2,bbr,467597.0
1253,100,750,50,2,cubic,319024.0
1254,100,750,50,3,bbr,467032.0
1255,100,750,50,3,cubic,241484.0
1256,100,750,50,4,bbr,469331.0
1257,100,750,50,4,cubic,217091.0
1258,100,750,50,5,bbr,468428.0
1259,100,750,50,5,cubic,278383.0
1260,100,750,5,1,bbr,710824.0
1261,100,750,5,1,cubic,706901.0
1262,100,750,5,2,bbr,704758.0
1263,100,750,5,2,cubic,699786.0
1264,100,750,5,3,bbr,708213.0
1265,100,750,5,3,cubic,692991.0
1266,100,750,5,4,bbr,698721.0
1267,100,750,5,4,cubic,700090.0
1268,100,750,5,5,bbr,704889.0
1269,100,750,5,5,cubic,710627.0
1270,100,750,75,1,bbr,314463.0
1271,100,750,75,1,cubic,190362.0
1272,100,750,75,2,bbr,312951.0
1273,100,750,75,2,cubic,217429.0
1274,100,750,75,3,bbr,311715.0
1275,100,750,75,3,cubic,234949.0
1276,100,750,75,4,bbr,315721.0
1277,100,750,75,4,cubic,186939.0
1278,100,750,75,5,bbr,313201.0
1279,100,750,75,5,cubic,214239.0
