1722884539.422596,10.10.1.1:33124,,,10,41,10.67
1722884539.441693,10.10.1.1:33124,,,10,41,10.67
1722884539.461409,10.10.1.1:33124,,,10,41,10.67
1722884539.480572,10.10.1.1:33124,,,10,162,16.012
1722884539.499697,10.10.1.1:33132,,,10,37,10.18
1722884539.539269,10.10.1.1:33132,,,10,14517,10.177
1722884539.559347,10.10.1.1:33132,,,40,101397,10.178
1722884539.583708,10.10.1.1:33132,,,126,349005,10.446
1722884539.611007,10.10.1.1:33132,20,20,166,151,17.568
1722884539.636860,10.10.1.1:33132,1,68,146,105,18.071
1722884539.656468,10.10.1.1:33132,0,68,105,105,14.564
1722884539.680331,10.10.1.1:33132,0,68,106,105,12.344
1722884539.700489,10.10.1.1:33132,0,68,106,105,12.304
1722884539.722681,10.10.1.1:33132,0,68,106,105,12.445
1722884539.742449,10.10.1.1:33132,0,68,108,105,12.503
1722884539.764763,10.10.1.1:33132,0,68,108,105,12.679
1722884539.784267,10.10.1.1:33132,0,68,110,105,12.817
1722884539.804026,10.10.1.1:33132,0,68,110,105,12.916
1722884539.823893,10.10.1.1:33132,0,68,111,105,12.835
1722884539.846129,10.10.1.1:33132,0,68,111,105,12.901
1722884539.865686,10.10.1.1:33132,0,68,113,105,13.15
1722884539.888183,10.10.1.1:33132,0,68,113,105,13.289
1722884539.907829,10.10.1.1:33132,0,68,114,105,13.325
1722884539.930037,10.10.1.1:33132,0,68,115,105,13.291
1722884539.949295,10.10.1.1:33132,0,68,116,105,13.536
1722884539.971134,10.10.1.1:33132,0,68,116,105,13.591
1722884539.990693,10.10.1.1:33132,0,68,118,105,13.716
1722884540.012872,10.10.1.1:33132,0,68,118,105,13.88
1722884540.034977,10.10.1.1:33132,0,68,119,105,13.998
1722884540.054233,10.10.1.1:33132,0,68,120,105,13.933
1722884540.076586,10.10.1.1:33132,0,68,120,105,14.206
1722884540.095691,10.10.1.1:33132,0,68,121,105,14.038
1722884540.118081,10.10.1.1:33132,0,68,122,105,14.212
1722884540.137179,10.10.1.1:33132,0,68,123,105,14.235
1722884540.159246,10.10.1.1:33132,0,68,123,105,14.493
1722884540.178698,10.10.1.1:33132,0,68,124,105,14.371
1722884540.200855,10.10.1.1:33132,0,68,125,105,14.672
1722884540.220316,10.10.1.1:33132,0,68,126,105,14.659
1722884540.239632,10.10.1.1:33132,0,68,126,105,14.825
1722884540.259696,10.10.1.1:33132,0,68,127,105,14.851
